chunk,ctx_len,api_sec,validators_sec
0,15,2.266523357015103,0.050917007960379124
1,32,0.7621145289158449,0.001123604946769774
2,52,0.7855839009862393,0.0008389700669795275
3,63,0.618428818997927,0.0015877410769462585
4,83,0.7082146049942821,0.0011479799868538976
5,103,1.5332154899369925,0.00116910005453974
6,123,0.8234815039904788,0.0012453109957277775
7,131,0.7556108710123226,0.001765921013429761
8,137,0.7357249289052561,0.0018267259001731873
9,137,0.7087543449597433,0.001688839984126389
10,157,0.7257106909528375,0.001379651017487049
11,167,0.6419233320048079,0.0019298000261187553
12,167,0.6724441229598597,0.0018705599941313267
13,187,0.7672792261000723,0.0013182400725781918
14,207,0.6763328840024769,0.0015507109928876162
15,227,0.7053427830105647,0.0014803509693592787
16,247,0.8019455269677565,0.001475660945288837
17,249,0.7450671880505979,0.0020364299416542053
18,249,0.7568837420549244,0.0027727909618988633
19,249,0.8001625960459933,0.0018579709576442838
20,269,0.8421183410100639,0.0014599109999835491
21,289,0.824091974995099,0.0014955999795347452
22,309,0.8202624939149246,0.0016283110016956925
23,310,0.8715080909896642,0.01442337001208216
24,330,1.4109217090299353,0.0016050910344347358
25,336,0.9016406659502536,0.0023349110269919038
26,336,0.8104039010358974,0.0019213709747418761
27,336,0.8989924349589273,0.0020955110667273402
28,338,0.7995124119333923,0.002140129916369915
29,339,1.4423018080415204,0.002169850980862975
30,359,0.9014811569359154,0.0015675300965085626
31,379,0.8693522260291502,0.0017350399866700172
32,393,0.8301187420729548,0.0026624309830367565
33,393,0.8616686169989407,0.0030078720301389694
34,393,0.9619471329497173,0.0025588810676708817
35,413,0.8441148509737104,0.001672800979577005
36,433,0.8719479109859094,0.0057463221019133925
37,452,0.8520381249254569,0.0026243010070174932
38,452,0.8933332889573649,0.0031763709848746657
39,452,0.8642034929944202,0.005073677049949765
40,446,1.445353428949602,0.002791006932966411
41,448,0.8764876979403198,0.005797027028165758
42,457,0.9223087180871516,0.004494571941904724
43,458,0.912665189942345,0.0025807960191741586
44,478,0.9775753479916602,0.0018265709513798356
45,498,0.8976507300976664,0.002108061104081571
46,499,0.8803917350014672,0.0026887900894507766
47,499,0.9037171429954469,0.003548310953192413
48,499,0.9906480920035392,0.0026371909771114588
49,502,0.9423353960737586,0.0026935209752991796
50,503,0.9258755499031395,0.002513461047783494
51,522,0.8878630769904703,0.0029632810037583113
52,523,0.9098235300043598,0.003364536096341908
53,523,0.9170363768935204,0.0029933310579508543
54,523,0.8894468580838293,0.006937077036127448
55,533,0.9343424680409953,0.002808791003189981
56,537,1.0047848670510575,0.007165442919358611
57,557,1.1232997789047658,0.001990550081245601
58,565,0.9756436580792069,0.004847451928071678
59,585,0.9821614689426497,0.0021099509904161096
60,605,0.9531910989899188,0.002005741000175476
61,624,0.9535715850070119,0.0035223409067839384
62,625,0.9873948009917513,0.002967256004922092
63,645,0.9794749940047041,0.0022240810794755816
64,648,1.0636785170063376,0.003210261929780245
65,668,1.0726102110929787,0.0023599909618496895
66,688,1.208095637965016,0.0026945810532197356
67,708,1.1540155740221962,0.002368125948123634
68,710,1.0752925019478425,0.017396386014297605
69,730,0.9997619750211015,0.00253759091719985
70,750,0.9399683850351721,0.002277160994708538
71,767,0.9414914860390127,0.004026995971798897
72,772,0.9626036080298945,0.003926940960809588
73,774,1.1484755571000278,0.0038818020839244127
74,779,1.1471036659786478,0.003571723005734384
75,779,1.150646043010056,0.017310605966486037
76,779,1.0761848019901663,0.007378443027846515
77,779,1.0927474480122328,0.005189510993659496
78,783,1.0772292929468676,0.00432229193393141
79,783,1.1300050800200552,0.0075749329989776015
80,783,1.0163616810459644,0.0035219209967181087
81,783,1.0305746269878,0.008134812000207603
82,787,1.17882734304294,0.0038866560207679868
83,798,1.110906203975901,0.006451783003285527
84,798,1.1320115709677339,0.003441820968873799
85,804,1.0501160229323432,0.003564540995284915
86,824,1.0373397080693394,0.002374670933932066
87,825,1.0189651519758627,0.01748304592911154
88,825,1.1087975729024038,0.005042575998231769
89,825,1.0094913149951026,0.011367293074727058
90,829,1.0434493510983884,0.004051700932905078
91,833,1.0318495909450576,0.003879826981574297
92,853,1.071465509943664,0.002522811060771346
93,854,1.0819669238990173,0.003779561026021838
94,864,1.382705498021096,0.007371037965640426
95,884,1.0807595340302214,0.0025876309955492616
96,896,1.025297034997493,0.00393597106449306
97,900,0.9414229959947988,0.003978660912252963
98,908,0.9678417749237269,0.005141481989994645
99,914,1.210448683006689,0.010468933964148164
100,918,1.0509929830441251,0.0038748610531911254
101,923,1.0614047419512644,0.015135745983570814
102,925,1.069690334959887,0.010012423037551343
103,930,1.043115169974044,0.003957900917157531
104,940,1.2128892040345818,0.005792406969703734
105,941,1.0190007920609787,0.005028541898354888
106,941,1.0893851909786463,0.00671469303779304
107,941,0.9319998020073399,0.004195240908302367
108,941,1.1003523661056533,0.028891994967125356
109,952,1.6387156560085714,0.034464152064174414
110,972,1.0873130760155618,0.0030211509438231587
111,975,1.0231180540286005,0.005921883042901754
112,995,0.9618831219850108,0.0026969810714945197
113,1002,0.9464282869594172,0.017759290989488363
114,1004,1.1206010431051254,0.012978915008716285
115,1024,1.03054837603122,0.0029738409211859107
116,1044,1.0632107380079105,0.002952079987153411
117,1051,0.99379760294687,0.007191153010353446
118,1071,0.9705108749913052,0.003271820954978466
119,1091,0.9473346769809723,0.003496562014333904
120,1106,0.9307775310007855,0.011296904063783586
121,1116,0.937483882997185,0.004750872030854225
122,1134,0.9230528890620917,0.005254057003185153
123,1134,1.0618604520568624,0.004682022030465305
124,1139,1.2568854440469295,0.012847074074670672
125,1140,0.9309203820303082,0.011302293976768851
126,1141,1.0965304489945993,0.009473278070800006
127,1161,0.9208251639502123,0.0032483459217473865
128,1181,0.8976451960625127,0.00426431093364954
129,1201,0.957936511025764,0.006419231998734176
130,1213,0.877917728968896,0.0053489020792767406
131,1228,0.812737281084992,0.005181652028113604
132,1243,0.9308615219779313,0.006241222028620541
133,1246,0.9471314629772678,0.005198072060011327
134,1266,0.7808746790979058,0.003516791039146483
135,1267,0.7999212279682979,0.004961511003784835
136,1266,0.8119088710518554,0.004982952028512955
137,1266,0.9031316860346124,0.006264062016271055
138,1266,0.8917156239040196,0.0173128159949556
139,1266,0.7829682900337502,0.005644783028401434
140,1266,0.8107305049197748,0.005000362056307495
141,1269,0.7545714660082012,0.005294371978379786
142,1289,0.8336653480073437,0.0034738010726869106
143,1297,0.8250881349667907,0.005520642036572099
144,1298,0.8233923290390521,0.010676568024791777
145,1298,0.7809588350355625,0.005703656002879143
146,1299,0.8364724300336093,0.0053802370093762875
147,1313,0.7819481199840084,0.01021452306304127
148,1333,0.8074192100903019,0.0036955419927835464
149,1341,0.7221752790501341,0.006150341941975057
150,1361,0.8039967879885808,0.003849831991828978
151,1376,0.686493786983192,0.005583072081208229
152,1396,0.7339341540355235,0.0037243510596454144
153,1416,0.6725152529543266,0.003499601036310196
154,1436,0.7284177769906819,0.006323202047497034
155,1442,0.7790619489969686,0.0065534720197319984
156,1444,0.6709561169845983,0.006090913084335625
157,1445,0.6717935760971159,0.006127948057837784
158,1452,0.8293088428908959,0.005592802073806524
159,1472,0.6713489509420469,0.003916617017239332
160,1492,0.606199329951778,0.0036153909750282764
161,1512,0.664723724941723,0.003895942005328834
162,1532,0.6688132209237665,0.0063832319574430585
163,1534,0.7827866319566965,0.005878511932678521
164,1554,0.6655914400471374,0.003814880969002843
165,1555,0.6627778590191156,0.0058607819955796
166,1555,0.723109815036878,0.006658951984718442
167,1555,0.6749190929112956,0.006487491889856756
168,1575,0.6786156489979476,0.00468882208224386
169,1593,0.7092460909625515,0.006222151918336749
170,1605,0.6637978249927983,0.007020361954346299
171,1613,0.6674234709935263,0.006537100998684764
172,1624,0.7075939959613606,0.006849081022664905
173,1644,0.6617943799355999,0.0037496009608730674
174,1644,0.7638890140224248,0.006084562046453357
175,1644,0.7598062979523093,0.007073121960274875
176,1644,0.6482326600234956,0.0071864520432427526
177,1647,0.6628452650038525,0.00643516203854233
178,1667,0.6521849650889635,0.004251512000337243
179,1687,0.7634229590184987,0.0050207109889015555
180,1707,0.7651637649396434,0.004914371995255351
181,1727,0.6529999149497598,0.004397531971335411
182,1747,0.6529067700030282,0.004780192975886166
183,1767,0.6629896989325061,0.0044519719667732716
184,1787,0.6480681939283386,0.00455432094167918
185,1806,0.6561573420185596,0.006597761996090412
186,1823,0.6536042660009116,0.007024743012152612
187,1843,0.659426978090778,0.004437890951521695
188,1849,0.6466318540042266,0.007570231915451586
189,1869,0.6512390250572935,0.00511667097453028
190,1881,0.646627038018778,0.008491623098962009
191,1901,0.7144737329799682,0.005043162032961845
192,1902,0.6524738250300288,0.007229312905110419
193,1922,0.6613200979772955,0.004663401981815696
194,1923,0.6485778640490025,0.007970922044478357
195,1943,0.6500323000364006,0.004585217102430761
196,1952,0.6474724989384413,0.007334541995078325
197,1969,0.536593665019609,0.005488027003593743
